,Serial_Number
4302,491900001
4303,491960013
4304,491980006
4305,492250071
4306,492250078
4307,492290002
4308,492360085
4309,492430006
4310,492430011
4311,492440001
4312,492440002
4313,492650006
4314,492820002
4315,493010032
4316,493040008
4317,493040020
4318,493170003
4319,493240061
4320,493300004
4321,493350023
4322,493400012
4323,493490003
4324,493520005
4325,493520007
4326,493520008
4327,493520009
4328,493520012
4329,493520013
4330,493550036
4331,493630027
4332,493630028
4333,493680102
4334,493740020
4335,493880034
4336,493890042
4337,493890043
4338,493990058
4339,494030001
4340,494030002
4341,494030003
4342,494030004
4343,494030005
4344,494030006
4345,494030007
4346,494030008
4347,494030009
4348,494030010
4351,494030052
4352,494050122
4353,494160055
4354,494290002
4355,494440034
4356,494440069
4357,494460025
4358,494680008
4359,494860320
4360,495000015
4361,495040006
4362,495310006
4363,495310017
4364,495310033
4365,495410003
4366,495410010
4367,495410026
4368,495450401
4369,495560004
4370,495570002
4371,495820101
4372,495820102
4373,495840006
4374,496020005
4375,496030114
4376,496410002
4377,496420028
4378,496560103
4379,496560104
4380,496630091
4381,496660007
4382,496660009
4383,496660011
4384,496660012
4385,496660013
4386,496660014
4387,496660015
4388,496660016
4389,496820120
4390,496820133
4391,496920006
4392,497060002
4393,497080004
4394,497120213
4395,497120214
4396,497140002
4397,497140003
4398,497340217
4401,497600202
4402,497600269
4403,497600271
4404,497710002
4405,497750306
4406,497770007
4407,497950001
4408,497960002
4409,497960003
4410,497960004
4411,497960006
4412,497960008
4413,497960009
4414,497960010
4415,497960011
4416,497960012
4417,497960013
4418,497960014
4419,497960015
4420,497960016
4421,497960017
4422,497960018
4423,497960019
4424,497960020
4425,497960021
4426,497960022
4427,497960023
4428,497960024
4429,497960025
4430,497960026
4431,497960027
4432,497960030
4433,497960031
4434,497960032
4435,497960033
4436,497960034
4437,497960035
4438,497960036
4439,497960037
4440,497960038
4441,497960039
4442,497960040
4443,497960041
4444,497960042
4445,497960043
4446,497960044
4447,497960046
4448,498010017
4451,498010018
4452,498010019
4453,498010020
4454,498010021
4455,498010030
4456,498020630
4457,498050001
4458,498140004
4459,498150156
4460,498220810
4461,498270004
4462,498270005
4463,498270008
4464,498270011
4465,498270012
4466,498270016
4467,498270017
4468,498270018
4469,498270019
4470,498270021
4471,498270022
4472,498270024
4473,498270026
4474,498270027
4475,498270028
4476,498270029
4477,498270030
4478,498270032
4479,498270033
4480,498270035
4481,498270036
4482,498270037
4483,498270038
4484,498460039
4485,498480001
4486,498480002
4487,498480005
4488,498480006
4489,498480007
4490,498480008
4491,498480043
4492,498480044
4493,498490045
4494,498490046
4495,498490049
4496,498500152
4497,498530034
4498,498570010
4501,498570015
4502,498570016
4503,498570018
4504,498670201
4505,498670202
4506,498710041
4507,500030012
4508,500110004
4509,500220002
4510,500250004
4511,500470013
4512,500500012
4513,500600021
4514,500630004
4515,500730002
4516,500840009
4517,500840011
4518,500840012
4519,500840013
4520,500840016
4521,500840017
4522,500840024
4523,500850002
4524,500850003
4525,500850004
4526,500850005
4527,500850006
4528,500850007
4529,500850009
4530,500850036
4531,500850037
4532,500850038
4533,500850039
4534,500850045
4535,500850046
4536,500850047
4537,500850048
4538,500850049
4539,500850050
4540,500850051
4541,500850052
4542,500850053
4543,500850054
4544,500850055
4545,510010018
4546,510090002
4547,510100038
4548,510200006
4551,510210040
4552,510210057
4553,510250008
4554,510310003
4555,510340014
4556,510420005
4557,510440008
4558,510440016
4559,510450002
4560,510460005
4561,510560008
4562,510580002
4563,510590013
4564,510590015
4565,510600008
4566,510680002
4567,510700012
4568,510700018
4569,510770023
4570,510770027
4571,510780058
4572,510870006
4573,510890002
4574,511100002
4575,511100010
4576,511210009
4577,511320001
4578,511430004
4579,511640002
4580,511640010
4581,511650001
4582,511800001
4583,511850002
4584,512050053
4585,512080002
4586,512110002
4587,512120017
4588,512370005
4589,512370012
4590,512520005
4591,512550033
4592,512590076
4593,512590134
4594,512610057
4595,512660034
4596,512810051
4597,512910005
4598,513100007
4601,513220010
4602,513410007
4603,513410013
4604,513510007
4605,513610050
4606,513770008
4607,513770009
4608,513860001
4609,513880002
4610,513890027
4611,513900010
4612,513980005
4613,514000029
4614,514050042
4615,514060002
4616,514190004
4617,514200070
4618,514220015
4619,514220076
4620,514220084
4621,514220092
4622,514320004
4623,514320009
4624,514320010
4625,514390001
4626,514400002
4627,514440021
4628,514440024
4629,514460008
4630,514460009
4631,514490012
4632,514490046
4633,514540009
4634,514540011
4635,514540013
4636,514580042
4637,514580064
4638,514580070
4639,514580072
4640,514580074
4641,514580076
4642,514580077
4643,514580081
4644,514610051
4645,514770301
4646,514770321
4647,514840027
4648,514840036
4651,515070002
4652,515070003
4653,515290002
4654,515410001
4655,515410002
4656,515410003
4657,515570012
4658,515710002
4659,515710003
4660,515710004
4661,515710009
4662,515710010
4663,515710011
4664,515710014
4665,515710015
4666,515810012
4667,515860003
4668,515860005
4669,515870005
4670,515890002
4671,520100063
4672,520100082
4673,520100101
4674,520100102
4675,520100104
4676,520100122
4677,520110023
4678,520110034
4679,520120004
4680,520130002
4681,520140005
4682,520160011
4683,520180007
4684,520180012
4685,520180014
4686,520200015
4687,520210005
4688,520220017
4689,520270012
4690,520290020
4691,520290080
4692,520320012
4693,520320013
4694,520340006
4695,520350020
4696,520360007
4697,520420015
4698,520470001
4701,520490020
4702,520500002
4703,520510001
4704,520520005
4705,520560009
4706,520590008
4707,520600011
4708,520600018
4709,520600025
4710,520600030
4711,520600031
4712,520600032
4713,520600049
4714,520670019
4715,520790002
4716,520790007
4717,520850002
4718,520850003
4719,520850009
4720,520850026
4721,520850027
4722,520850034
4723,520850035
4724,520910021
4725,520920009
4726,520950007
4727,520990002
4728,521030024
4729,521050019
4730,521070016
4731,521080007
4732,521110002
4733,521170081
4734,521170087
4735,521170095
4736,521170096
4737,521170102
4738,521170119
4739,521170120
4740,521200019
4741,521260001
4742,521310031
4743,521310033
4744,521310040
4745,521310045
4746,521310089
4747,521340008
4748,521350004
4751,521360048
4752,521370018
4753,521370034
4754,521370036
4755,521390010
4756,521390029
4757,521390030
4758,521390045
4759,521390049
4760,521440085
4761,521450002
4762,521460042
4763,521460043
4764,521630009
4765,521660008
4766,521660012
4767,521660015
4768,521660016
4769,521660017
4770,521660042
4771,521660050
4772,521660056
4773,521660066
4774,521660074
4775,521660075
4776,521660079
4777,521660091
4778,521680007
4779,521680020
4780,521680021
4781,521700004
4782,521700021
4783,521740020
4784,521750007
4785,521760012
4786,521870006
4787,521890004
4788,521960035
4789,521960044
4790,521960057
4791,521960076
4792,521960129
4793,521960132
4794,522140008
4795,522200009
4796,522260024
4797,522270014
4798,522270022
4801,522280004
4802,522280012
4803,522280019
4804,522280020
4805,522280052
4806,522280060
4807,522300052
4808,522300059
4809,522300061
4810,522550011
4811,522690004
4812,522780025
4813,522860012
4814,523130002
4815,523150005
4816,523360005
4817,523390001
4818,523580012
4819,523640021
4820,523900009
4821,523910005
4822,524000016
4823,524020006
4824,524070004
4825,524130003
4826,524170005
4827,524220036
4828,524460008
4829,524540001
4830,524560003
4831,524580001
4832,524700018
4833,524700019
4834,524740007
4835,524840087
4836,524930001
4837,524950002
4838,525170008
4839,525500004
4840,525570005
4841,525570008
4842,525590075
4843,525720048
4844,525720061
4845,525720073
4846,525780018
4847,525850011
4848,525850020
4851,525850030
4852,525910009
4853,525920052
4854,525920056
4855,525970050
4856,526050035
4857,526070005
4858,526170001
4859,526260382
4860,526410193
4861,526530003
4862,526540049
4863,526570009
4864,526570010
4865,526570013
4866,526610001
4867,526630047
4868,526630068
4869,526650285
4870,526900002
4871,526930014
4872,526930037
4873,526980038
4874,526980060
4875,527080008
4876,527090128
4877,527120076
4878,527180021
4879,527210004
4880,527210015
4881,527320023
4882,527400050
4883,527500003
4884,527610250
4885,527630051
4886,527710009
4887,527740032
4888,527800049
4889,527810022
4890,527810023
4891,527810024
4892,527810025
4893,527810026
4894,527810027
4895,527810028
4896,527810029
4897,527870214
4898,527880005
4901,528120036
4902,528240144
4903,528270034
4904,528350024
4905,528360019
4906,528360041
4907,528360050
4908,528360067
4909,528420075
4910,528540026
4911,528540033
4912,528540038
4913,528570048
4914,528630017
4915,528690005
4916,528880011
4917,529080260
4918,529120128
4919,529190011
4920,529190024
4921,529280016
4922,529380001
4923,529390036
4924,529430204
4925,529440005
4926,529510044
4927,529540057
4928,529670003
4929,529670004
4930,529920009
4931,529960001
4932,530020007
4933,530040004
4934,530050016
4935,530060008
4936,530120015
4937,530240002
4938,530240014
4939,530240018
4940,530240045
4941,530270002
4942,530270003
4943,530280009
4944,530280010
4945,530290013
4946,530390002
4947,530440014
4948,530450002
4951,530460014
4952,530510017
4953,530580020
4954,530600011
4955,530600025
4956,530660010
4957,530660013
4958,531030015
4959,531100001
4960,531100008
4961,531300025
4962,531330001
4963,531370006
4964,531470001
4965,531490003
4966,531520002
4967,531540007
4968,531630017
4969,531890016
4970,531920007
4971,532100001
4972,532100011
4973,532100015
4974,532100016
4975,532220003
4976,532250027
4977,532280001
4978,532280002
4979,532280003
4980,532280004
4981,532740036
4982,532740061
4983,532780154
4984,532810001
4985,532940188
4986,533090090
4987,533090095
4988,533090157
4989,533140067
4990,533150034
4991,533230012
4992,533310076
4993,533310079
4994,533560002
4995,533580303
4996,533610212
4997,533670133
4998,533740002
5001,533740017
5002,533740019
5003,533740052
5004,534010003
5005,534090004
5006,534090006
5007,534210002
5008,534220090
5009,534260007
5010,534870087
5011,534870091
5012,534940055
5013,534980001
5014,534980019
5015,534980021
5016,534980024
5017,534980026
5018,535000147
5019,535100001
5020,535100002
5021,535100004
5022,535140098
5023,535140099
5024,535160202
5025,535160204
5026,535160207
5027,535160212
5028,535160218
5029,535160219
5030,535160221
5031,535160222
5032,535210018
5033,535210019
5034,535210037
5035,535210048
5036,535210049
5037,535210050
5038,535210051
5039,535210054
5040,535240001
5041,535250018
5042,535250019
5043,535340008
5044,535340009
5045,535380010
5046,535380011
5047,535380013
5048,535380024
5051,535380025
5052,535380026
5053,535380027
5054,535380028
5055,535470012
5056,535470021
5057,535480052
5058,535480054
5059,535560001
5060,535590001
5061,535590002
5062,535600024
5063,535600037
5064,535600054
5065,540010025
5066,540060007
5067,540110012
5068,540150011
5069,540170001
5070,540170006
5071,540170007
5072,540230007
5073,540260007
5074,540260008
5075,540340003
5076,540370008
5077,540370033
5078,540370045
5079,540370062
5080,540370136
5081,540420017
5082,540430008
5083,540640005
5084,540720003
5085,540720004
5086,540920001
5087,541020061
5088,541020066
5089,541040075
5090,541260029
5091,541340084
5092,541410002
5093,541490113
5094,541530001
5095,541610028
5096,541610029
5097,541630005
5098,541630006
5101,541630007
5102,541650001
5103,541660109
5104,541660121
5105,541660135
5106,541660158
5107,541980431
5108,542020019
5109,542020052
5110,542020054
5111,542020073
5112,542030013
5113,542030037
5114,542060130
5115,542060132
5116,542060136
5117,542060140
5118,542090072
5119,542090074
5120,542110016
5121,542150008
5122,542150010
5123,542170044
5124,542190008
5125,542190009
5126,542190010
5127,542210150
5128,542230037
5129,542250412
5130,542350005
5131,542350007
5132,542350013
5133,542350015
5134,542400008
5135,542480202
5136,542580303
5137,542640002
5138,542730002
5139,542750002
5140,542980007
5141,543000703
5142,543060056
5143,543100458
5144,543150063
5145,543160004
5146,543160023
5147,543190026
5148,543250303
5151,543270002
5152,543270005
5153,543270006
5154,543290001
5155,543290003
5156,543310103
5157,543310106
5158,543310110
5159,543310112
5160,543320123
5161,543320135
5162,543340007
5163,543340020
5164,543350004
5165,543380004
5166,543380005
5167,543400015
5168,543460001
5169,543470201
5170,543470202
5171,543470203
5172,543470204
5173,543470205
5174,543470206
5175,543470207
5176,543470208
5177,543470210
5178,543470212
5179,543470220
5180,543470221
5181,543470222
5182,543470223
5183,543470224
5184,543470225
5185,543470229
5186,543480001
5187,543490103
5188,550020024
5189,550050007
5190,550060013
5191,550060069
5192,550060097
5193,550070001
5194,550070002
5195,550110027
5196,550120002
5197,550130036
5198,550150015
5201,550170019
5202,550240005
5203,550270079
5204,550270083
5205,550290006
5206,550300011
5207,550320017
5208,550320019
5209,550370029
5210,550380014
5211,550440007
5212,550460008
5213,550460014
5214,550510010
5215,550520065
5216,550520087
5217,550520121
5218,550530008
5219,550530013
5220,550530021
5221,550530026
5222,550530053
5223,550550017
5224,550570008
5225,550680003
5226,550780001
5227,550900002
5228,550910025
5229,550960004
5230,550990020
5231,551010010
5232,551040025
5233,551060009
5234,551070032
5235,551070035
5236,551090006
5237,551090017
5238,551090064
5239,551100005
5240,551150007
5241,551180017
5242,551180025
5243,551180044
5244,551180072
5245,551210010
5246,551320003
5247,551350009
5248,551470001
5251,551520004
5252,551530006
5253,551540002
5254,551580020
5255,552170003
5256,552220002
5257,552520014
5258,552770063
5259,552830079
5260,552870002
5261,552910010
5262,553200001
5263,553280003
5264,553470002
5265,553490018
5266,553510018
5267,553510064
5268,553530006
5269,553560207
5270,553580006
5271,553680004
5272,553730044
5273,553780024
5274,553870007
5275,553910003
5276,553930222
5277,553930225
5278,553980008
5279,554070025
5280,554110058
5281,554140019
5282,554180002
5283,554220027
5284,554230089
5285,554250005
5286,554250012
5287,554270001
5288,554310019
5289,554430001
5290,554500134
5291,554510146
5292,554730001
5293,554740001
5294,554970071
5295,555030046
5296,555050013
5297,555060001
5298,555120023
5301,555120053
5302,555130003
5303,555180026
5304,555250020
5305,555250021
5306,555250024
5307,555300008
5308,555360028
5309,555410005
5310,555410011
5311,555430010
5312,555570020
5313,555900009
5314,555940007
5315,556000024
5316,556000030
5317,556040003
5318,556230002
5319,556250086
5320,556260001
5321,556260003
5322,556320001
5323,556440001
5324,556440025
5325,556540002
5326,556560320
5327,556560327
5328,556730010
5329,556730046
5330,556740006
5331,556790222
5332,556830004
5333,556860042
5334,556890005
5335,556890020
5336,556900038
5337,557150001
5338,557290079
5339,557370002
5340,557380010
5341,557550306
5342,557610010
5343,557710018
5344,557730004
5345,557740003
5346,557750005
5347,557820030
5348,557850004
5351,557900002
5352,558050045
5353,558100020
5354,558110007
5355,558130001
5356,558130002
5357,558130003
5358,558130004
5359,558130009
5360,558130011
5361,558130013
5362,558130019
5363,558130020
5364,558130024
5365,558130025
5366,558130026
5367,558130027
5368,558130028
5369,558130029
5370,558130030
5371,558130031
5372,558130033
5373,558130034
5374,558130035
5375,558130036
5376,558130037
5377,558130040
5378,558130041
5379,558220016
5380,558220020
5381,558220026
5382,558220032
5383,558220033
5384,558300001
5385,558300005
5386,558300007
5387,558300010
5388,558300011
5389,558300012
5390,558300013
5391,558300018
5392,558360004
5393,558360005
5394,560030004
5395,560190002
5396,560190003
5397,560230001
5398,560300005
5401,560350001
5402,560350002
5403,560350004
5404,560350005
5405,570010037
5406,570010040
5407,570020042
5408,570030043
5409,570060043
5410,570060058
5411,570060095
5412,570060100
5413,570160001
5414,570160005
5415,570250006
5416,570300002
5417,570300003
5418,570390001
5419,570400001
5420,570440417
5421,570480606
5422,570510117
5423,570560301
5424,570770001
5425,570870001
5426,580020051
5427,580020123
5428,580020140
5429,580020174
5430,580020180
5431,580120013
5432,580120023
5433,580120045
5434,580140012
5435,580140017
5436,580140028
5437,580150055
5438,580170049
5439,580170060
5440,580180002
5441,580180004
5442,580180013
5443,580210045
5444,580210176
5445,580210182
5446,580210204
5447,580210230
5448,580210231
5451,580210232
5452,580210234
5453,580210243
5454,580210244
5455,580220134
5456,580230020
5457,580230194
5458,580230216
5459,580230221
5460,580230228
5461,580230229
5462,580260039
5463,580280005
5464,580280006
5465,580280038
5466,580290027
5467,580290028
5468,580290062
5469,580300018
5470,580300023
5471,580300061
5472,580300069
5473,580300071
5474,580300075
5475,580300076
5476,580300105
5477,580300106
5478,580310013
5479,580310040
5480,580320126
5481,580320142
5482,580320159
5483,580320160
5484,580320173
5485,580330182
5486,580330186
5487,580330208
5488,580330227
5489,580330255
5490,580330256
5491,580330276
5492,580330279
5493,580330280
5494,580330288
5495,580330304
5496,580330328
5497,580330329
5498,580330340
5501,580330367
5502,580330370
5503,580330378
5504,580330417
5505,580340132
5506,580340289
5507,580340290
5508,580340310
5509,580340312
5510,580340313
5511,580340340
5512,580340341
5513,580340347
5514,580340353
5515,580340360
5516,580340426
5517,580340441
5518,580340449
5519,580340451
5520,580340453
5521,580340478
5522,580340479
5523,580340511
5524,580340569
5525,580340570
5526,580340572
5527,580340581
5528,580340588
5529,580340589
5530,580340590
5531,580340592
5532,580340594
5533,580340596
5534,580340597
5535,580360015
5536,580360022
5537,580360049
5538,580360050
5539,580360092
5540,580360093
5541,580400312
5542,580400317
5543,580400324
5544,580400355
5545,580400356
5546,580400425
5547,580400426
5548,580400439
5551,580400440
5552,580400452
5553,580400483
5554,580400484
5555,580400486
5556,580410159
5557,580410163
5558,580410170
5559,580480104
5560,580480105
5561,580490016
5562,580490056
5563,580490057
5564,580490082
5565,580520001
5566,580530018
5567,580590027
5568,580600011
5569,580600015
5570,580610001
5571,580610002
5572,580620001
5573,580630001
5574,580640005
5575,580640018
5576,580640021
5577,580640025
5578,580640038
5579,580650002
5580,580650003
5581,580650007
5582,580650009
5583,580650012
5584,580650015
5585,580660008
5586,590010087
5587,590010091
5588,590010095
5589,590010096
5590,590040004
5591,590040005
5592,590050002
5593,590050012
5594,590050016
5595,590050021
5596,590060015
5597,590060019
5598,590070001
5601,590070005
5602,590070027
5603,590070028
5604,590070030
5605,590070077
5606,590070079
5607,590070080
5608,590070081
5609,590070082
5610,590100007
5611,590110008
5612,590110009
5613,590110025
5614,590110026
5615,590110028
5616,590110039
5617,590110040
5618,590110046
5619,590110048
5620,590110074
5621,590110077
5622,590110078
5623,590110079
5624,590110080
5625,590110081
5626,590110082
5627,590110086
5628,590111000
5629,590120039
5630,590120080
5631,590120082
5632,590120085
5633,590120100
5634,590120106
5635,590120108
5636,590120109
5637,590120122
5638,590120136
5639,590120141
5640,590120147
5641,590120148
5642,590120149
5643,590120155
5644,590120156
5645,590120160
5646,590130045
5647,590130055
5648,590130056
5651,590130065
5652,590130066
5653,590130076
5654,590130080
5655,590140005
5656,590140007
5657,590140011
5658,590140015
5659,590140016
5660,590140017
5661,590140018
5662,590140021
5663,590140022
5664,590150001
5665,590210001
5666,590290013
5667,590290015
5668,590290016
5669,590320001
5670,590360049
5671,590370062
5672,590370088
5673,590380008
5674,590380050
5675,590380143
5676,590380181
5677,590380183
5678,590440017
5679,590440028
5680,590440029
5681,590440030
5682,590440114
5683,590440118
5684,590440120
5685,590440122
5686,590440124
5687,590440131
5688,590440142
5689,590440143
5690,590440144
5691,590440145
5692,590440146
5693,590440147
5694,590440148
5695,590450006
5696,590470003
5697,590480006
5698,590480007
5701,590480008
5702,590480015
5703,590480019
5704,590480020
5705,590480022
5706,590480032
5707,590480035
5708,590480038
5709,590480039
5710,590480042
5711,590510019
5712,590550020
5713,590560018
5714,590590012
5715,590610066
5716,590620001
5717,590620008
5718,590620009
5719,590620014
5720,590630008
5721,590670008
5722,590670010
5723,590710002
5724,590850002
5725,590850005
5726,591060015
5727,591060039
5728,591060040
5729,591060053
5730,591070008
5731,591070024
5732,591070060
5733,591130008
5734,591130019
5735,591130022
5736,591130023
5737,591130024
5738,591170002
5739,591190005
5740,591220011
5741,591240005
5742,591260004
5743,591270010
5744,591270012
5745,591270022
5746,591270023
5747,591270024
5748,591270028
5751,591270030
5752,591270034
5753,591300008
5754,591370016
5755,591370018
5756,591370022
5757,591370034
5758,591370036
5759,591370037
5760,591370042
5761,591370043
5762,591370046
5763,591370055
5764,591370056
5765,591370057
5766,591370058
5767,591400014
5768,591410003
5769,591410010
5770,591410011
5771,591410019
5772,591410020
5773,591410026
5774,600130004
5775,600130007
5776,600160007
5777,600250004
5778,600260008
5779,600270004
5780,610120008
5781,610460001
5782,610500007
5783,610640023
5784,610760024
5785,610780035
5786,610780056
5787,610780106
5788,610780111
5789,610790017
5790,610820018
5791,610840036
5792,610840056
5793,610840057
5794,610870019
5795,610870030
5796,610880090
5797,610880098
5798,610880113
5801,610880124
5802,610910022
5803,610910049
5804,610910056
5805,610910060
5806,611080008
5807,611190001
5808,611200001
5809,611200002
5810,611200003
5811,611210001
5812,611280001
5813,611290001
5814,611300008
5815,611360003
5816,611490002
5817,611540007
5818,611540008
5819,611540016
5820,611590010
5821,650150019
5822,650200003
5823,650200004
5824,650210045
5825,650250003
5826,650310003
5827,650350002
5828,650350003
5829,650350004
5830,650430028
5831,650450325
5832,650860005
5833,651040432
5834,651080005
5835,651100002
5836,651100018
5837,651100030
5838,651110006
5839,651210011
5840,651290145
5841,651340299
5842,651410301
5843,651410302
5844,651460002
5845,651460003
5846,651460012
5847,651500103
5848,651500149
5851,651500163
5852,651500164
5853,651620029
5854,651630001
5855,651660038
5856,651670011
5857,651670014
5858,651750020
5859,651750064
5860,651880416
5861,651880458
5862,651920020
5863,651940008
5864,652000111
5865,652050003
5866,652070265
5867,652070274
5868,652080217
5869,652080220
5870,652080221
5871,652080228
5872,652110022
5873,652120007
5874,652160011
5875,652160037
5876,652190030
5877,652290019
5878,652490004
5879,652490005
5880,652490010
5881,652490011
5882,652540002
5883,652540006
5884,652540008
5885,652600009
5886,652750076
5887,652750079
5888,652750080
5889,652750082
5890,652750083
5891,652840005
5892,652860102
5893,652860110
5894,652860112
5895,652860201
5896,652860202
5897,652860203
5898,652860204
5901,652860209
5902,653060216
5903,653160014
5904,653170003
5905,653380144
5906,653390037
5907,653390041
5908,653390054
5909,653390061
5910,653820002
5911,653820004
5912,653880005
5913,653910167
5914,654030173
5915,654080157
5916,654120005
5917,654200108
5918,654250001
5919,654310008
5920,654310019
5921,654310036
5922,654350001
5923,654560002
5924,654590002
5925,654720003
5926,654850001
5927,654850009
5928,654970005
5929,655010001
5930,655010005
5931,655010006
5932,655010007
5933,655010008
5934,655010009
5935,655010010
5936,655070021
5937,655070024
5938,655070025
5939,655110008
5940,655130109
5941,655130113
5942,655130114
5943,655130115
5944,655130116
5945,655130117
5946,655130121
5947,655130125
5948,655130127
5951,655130128
5952,655130129
5953,655160002
5954,655170001
5955,655230003
5956,655270305
5957,655270309
5958,655270310
5959,655270311
5960,655270317
5961,655270318
5962,655270319
5963,655270324
5964,655270325
5965,655270326
5966,655270330
5967,655270337
5968,655270338
5969,655270345
5970,655270353
5971,655270354
5972,655270356
5973,655270358
5974,655270359
5975,655270362
5976,655270363
5977,655280002
5978,655280003
5979,655280004
5980,655280005
5981,655280006
5982,655280011
5983,655280013
5984,655280016
5985,655330135
5986,660050006
5987,660130001
5988,660170018
5989,660170019
5990,660350044
5991,660370208
5992,660370232
5993,660430002
5994,660430005
5995,660630133
5996,660670189
5997,660800005
5998,660810007
6001,660840184
6002,660850004
6003,660920037
6004,660950102
6005,661080256
6006,661140216
6007,661160085
6008,661290004
6009,661340312
6010,661410029
6011,661410035
6012,661420005
6013,661420017
6014,661440010
6015,661440057
6016,661490635
6017,661520061
6018,661540022
6019,661540031
6020,661540058
6021,661690629
6022,661710119
6023,661770705
6024,661780012
6025,661820005
6026,661860095
6027,661870194
6028,661920023
6029,661920025
6030,661970054
6031,662040012
6032,662040063
6033,662090039
6034,662090065
6035,662100002
6036,662140202
6037,662160357
6038,662160358
6039,662190037
6040,662350006
6041,662370123
6042,662410003
6043,662410004
6044,662410005
6045,662500033
6046,662550002
6047,662580002
6048,662580003
6051,662730015
6052,662760010
6053,662760028
6054,662760035
6055,662790034
6056,662830082
6057,662850100
6058,663010013
6059,663170001
6060,663190281
6061,663340001
6062,663360059
6063,663570002
6064,663660022
6065,663700601
6066,663710019
6067,663820121
6068,663850005
6069,663850006
6070,663910002
6071,663910003
6072,663960056
6073,663960057
6074,663960058
6075,663960059
6076,663960060
6077,664040002
6078,664060238
6079,664400002
6080,664440101
6081,664440201
6082,664450002
6083,664450004
6084,664470001
6085,664470002
6086,664470004
6087,664500008
6088,664520008
6089,664520010
6090,664530409
6091,664580009
6092,664580011
6093,664620027
6094,664650001
6095,664800002
6096,664800008
6097,664810075
6098,664870203
6101,664970003
6102,664990024
6103,664990025
6104,665070502
6105,665100006
6106,665140058
6107,665140060
6108,665210003
6109,665310068
6110,665440010
6111,665490100
6112,665500615
6113,665520083
6114,665570038
6115,665600025
6116,665610210
6117,665640069
6118,665650003
6119,665650020
6120,665650024
6121,665650025
6122,665650033
6123,665650043
6124,665650053
6125,665650083
6126,665650084
6127,665650100
6128,665650103
6129,665660001
6130,665720302
6131,665720304
6132,665720305
6133,665720306
6134,665720307
6135,665720308
6136,665720309
6137,665720310
6138,665720311
6139,665720312
6140,665720313
6141,665720314
6142,665720315
6143,665720317
6144,665720318
6145,665720319
6146,665740023
6147,665740026
6148,665750054
6151,665840003
6152,665840033
6153,665840034
6154,665840036
6155,665840040
6156,665850001
6157,665860203
6158,665860204
6159,665860209
6160,665860211
6161,665860212
6162,665860227
6163,665860228
6164,665860230
6165,665860231
6166,665890002
6167,665960001
6168,665960002
6169,665960003
6170,665960014
6171,665960015
6172,666020001
6173,666020004
6174,666020008
6175,666030091
6176,940010018
6177,940010053
6178,940010056
6179,940010075
6180,940010090
6181,940010136
6182,940010138
6183,940010144
6184,940010154
6185,940010164
6186,980100002
6187,980100052
6188,980100099
6189,980100109
6190,980200003
6191,980250002
6192,980250089
6193,980250106
6194,980350224
6195,980350260
6196,980350268
6197,980350296
6198,980350302
6201,980350305
6202,980350308
6203,980350310
6204,980350312
6205,980500007
6206,980600003
6207,980800004
6208,980900003
6209,981080006
6210,981100007
6211,981100151
6212,981100169
6213,981100173
6214,981200003
6215,981200042
6216,981200048
6217,981200050
6218,981200059
6219,981200063
6220,981200075
6221,981250020
6222,981250043
6223,981250051
6224,981250057
6225,981250073
6226,981250081
6227,981250140
6228,981250155
6229,981250188
6230,981250194
6231,981250209
6232,981250232
6233,981250248
6234,981250261
6235,981250263
6236,981250264
6237,981250269
6238,981250271
6239,981250278
6240,981250295
6241,981250297
6242,981250299
6243,981250310
6244,981250325
6245,981250345
6246,981250357
6247,981300003
6248,981310005
6251,981500025
6252,981550006
6253,981650002
6254,981650021
6255,981700019
6256,981900014
6257,982000009
6258,982100005
